date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:04	21109/21109	---M--	200	added ('OK')	image/jpeg	etag:%22e0349db6-5275-4cce3b3248480%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/10/p10102861-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/10/p10102861-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
10:48:05	24149/24149	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:47:42%20GMT	http://fresnoposible.fresnodigital.info/?page_id=61	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexcc8a.html	(from http://fresnoposible.fresnodigital.info/)
10:48:10	27696/27696	---M--	200	added ('OK')	image/jpeg	etag:%22603aab65-6c30-4c6ed442a1500%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010154-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010154-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
10:48:11	21286/21286	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:47:48%20GMT	http://fresnoposible.fresnodigital.info/?page_id=63	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index57fd.html	(from http://fresnoposible.fresnodigital.info/)
10:55:47	2877198/2877198	---M--	200	added ('OK')	image/jpeg	etag:%22603aab7d-2be70e-4c6ed43ed0c00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010154.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010154.jpg	(from http://fresnoposible.fresnodigital.info/)
10:55:48	16930/16930	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:55:25%20GMT	http://fresnoposible.fresnodigital.info/?page_id=65	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index85da.html	(from http://fresnoposible.fresnodigital.info/)
10:55:52	21726/21726	---M--	200	added ('OK')	image/jpeg	etag:%22603aab66-54de-4c6ed25e29e00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010189-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010189-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
10:55:53	16262/16262	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:55:30%20GMT	http://fresnoposible.fresnodigital.info/?page_id=71	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexe527.html	(from http://fresnoposible.fresnodigital.info/)
10:56:58	3342827/3342827	---M--	200	added ('OK')	image/jpeg	etag:%22e0349dbd-3301eb-4cce3b2e77b80%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/10/p10102861.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/10/p10102861.jpg	(from http://fresnoposible.fresnodigital.info/)
10:57:00	26988/26988	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:56:37%20GMT	http://fresnoposible.fresnodigital.info/?page_id=67	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index3d3a.html	(from http://fresnoposible.fresnodigital.info/)
10:57:03	20165/20165	---M--	200	added ('OK')	image/jpeg	etag:%22603aab73-4ec5-4c6ed2d09ac00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101791-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101791-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
10:57:04	23662/23662	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:56:41%20GMT	http://fresnoposible.fresnodigital.info/?page_id=59	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexc4a7.html	(from http://fresnoposible.fresnodigital.info/)
10:57:06	3319785/3319785	---M--	200	added ('OK')	image/jpeg	etag:%22603aab74-32a7e9-4c6ed25a59500%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010189.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p1010189.jpg	(from http://fresnoposible.fresnodigital.info/)
10:57:08	60239/60239	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:56:45%20GMT	http://fresnoposible.fresnodigital.info/?page_id=56	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexd7ad.html	(from http://fresnoposible.fresnodigital.info/)
10:57:12	19397/19397	---M--	200	added ('OK')	image/jpeg	etag:%22603aab71-4bc5-4c6ed32857b00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101752-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101752-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
10:57:13	55117/55117	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:56:49%20GMT	http://fresnoposible.fresnodigital.info/?page_id=45	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexd079.html	(from http://fresnoposible.fresnodigital.info/)
10:58:15	380624/380624	---M--	200	added ('OK')	image/jpeg	etag:%22400ad192-5ced0-4c42d6d598b80%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/459013_106446082831405_988314365_o1.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/459013_106446082831405_988314365_o1.jpg	(from http://fresnoposible.fresnodigital.info/)
10:58:16	18008/18008	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:57:53%20GMT	http://fresnoposible.fresnodigital.info/?page_id=69	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index0743.html	(from http://fresnoposible.fresnodigital.info/)
10:58:21	26910/26910	---M--	200	added ('OK')	image/jpeg	etag:%22400ad18b-691e-4c42d6d598b80%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/459013_106446082831405_988314365_o1-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/459013_106446082831405_988314365_o1-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
10:58:21	18519/18519	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2015:57:58%20GMT	http://fresnoposible.fresnodigital.info/?page_id=6	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index5534.html	(from http://fresnoposible.fresnodigital.info/)
11:03:09	2695840/2695840	---M--	200	added ('OK')	image/jpeg	etag:%22603aab75-2922a0-4c6ed2ccca300%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101791.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101791.jpg	(from http://fresnoposible.fresnodigital.info/)
11:03:10	55587/55587	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:02:47%20GMT	http://fresnoposible.fresnodigital.info/?page_id=20	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index0d2a.html	(from http://fresnoposible.fresnodigital.info/)
11:03:15	26349/26349	---M--	200	added ('OK')	image/jpeg	etag:%22400ad191-66ed-4c42d10f66c00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/p42201411-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/p42201411-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:03:16	27663/27663	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:02:53%20GMT	http://fresnoposible.fresnodigital.info/?page_id=26	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexcbc0.html	(from http://fresnoposible.fresnodigital.info/)
11:04:13	2655680/2655680	---M--	200	added ('OK')	image/jpeg	etag:%22603aab63-2885c0-4c6ed32487200%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101752.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/08/p10101752.jpg	(from http://fresnoposible.fresnodigital.info/)
11:04:14	33193/33193	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:03:51%20GMT	http://fresnoposible.fresnodigital.info/?page_id=8	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index3f35.html	(from http://fresnoposible.fresnodigital.info/)
11:04:19	24418/24418	---M--	200	added ('OK')	image/jpeg	etag:%22c045ece2-5f62-4bfdd59e99300%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48181-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48181-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:04:20	12752/12752	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:03:57%20GMT	http://fresnoposible.fresnodigital.info/?page_id=469	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index823c.html	(from http://fresnoposible.fresnodigital.info/)
11:06:00	2842106/2842106	---M--	200	added ('OK')	image/jpeg	etag:%22400ad18c-2b5dfa-4c42d10d7e780%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/p42201411.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/07/p42201411.jpg	(from http://fresnoposible.fresnodigital.info/)
11:06:01	13034/13034	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:05:38%20GMT	http://fresnoposible.fresnodigital.info/?m=201210	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index29b3.html	(from http://fresnoposible.fresnodigital.info/)
11:06:05	19120/19120	---M--	200	added ('OK')	image/jpeg	etag:%22c045ecf7-4ab0-4bfdd5c88f600%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48381-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48381-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:06:06	12281/12281	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:05:43%20GMT	http://fresnoposible.fresnodigital.info/?m=201208	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexdef7.html	(from http://fresnoposible.fresnodigital.info/)
11:06:30	6903607/6903607	---M--	200	added ('OK')	image/jpeg	etag:%22e0349dbc-695737-4cce3d2601f80%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/10/p10103362.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/10/p10103362.jpg	(from http://fresnoposible.fresnodigital.info/)
11:06:31	13801/13801	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:08%20GMT	http://fresnoposible.fresnodigital.info/?m=201207	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index0929.html	(from http://fresnoposible.fresnodigital.info/)
11:06:35	26219/26219	---M--	200	added ('OK')	image/jpeg	etag:%22c045ece0-666b-4bfdd5f656200%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48411-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48411-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:06:36	13973/13973	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:13%20GMT	http://fresnoposible.fresnodigital.info/?m=201205	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexde88.html	(from http://fresnoposible.fresnodigital.info/)
11:06:51	1341825/1341825	---M--	200	added ('OK')	image/jpeg	etag:%22c045ecf6-147981-4bfdd59cb0e80%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48181.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48181.jpg	(from http://fresnoposible.fresnodigital.info/)
11:06:52	11634/11634	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:29%20GMT	http://fresnoposible.fresnodigital.info/?m=201204	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index9b14.html	(from http://fresnoposible.fresnodigital.info/)
11:06:57	27075/27075	---M--	200	added ('OK')	image/jpeg	etag:%22c045b63b-69c3-4bfdd629d5b80%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48421-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48421-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:06:57	15641/15641	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:34%20GMT	http://fresnoposible.fresnodigital.info/?m=201203	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index3598.html	(from http://fresnoposible.fresnodigital.info/)
11:07:06	54046/54046	---M--	200	added ('OK')	image/jpeg	etag:%22c045b634-d31e-4bfce7b153c00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/p1060998p2.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/p1060998p2.jpg	(from http://fresnoposible.fresnodigital.info/)
11:07:07	22792/22792	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:44%20GMT	http://fresnoposible.fresnodigital.info/?m=201202	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index0aef.html	(from http://fresnoposible.fresnodigital.info/)
11:07:09	1058283/1058283	---M--	200	added ('OK')	image/jpeg	etag:%22c045ece8-1025eb-4bfdd5c6a7180%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48381.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/img_48381.jpg	(from http://fresnoposible.fresnodigital.info/)
11:07:10	21921/21921	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:47%20GMT	http://fresnoposible.fresnodigital.info/?m=201111	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexb976.html	(from http://fresnoposible.fresnodigital.info/)
11:07:11	25226/25226	---M--	200	added ('OK')	image/jpeg	etag:%22c045ecea-628a-4bfce7b153c00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/p1060998p2-300x199.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/p1060998p2-300x199.jpg	(from http://fresnoposible.fresnodigital.info/)
11:07:12	10838/10838	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:49%20GMT	http://fresnoposible.fresnodigital.info/?m=201107	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index62cc.html	(from http://fresnoposible.fresnodigital.info/)
11:07:15	17548/17548	---M--	200	added ('OK')	image/jpeg	etag:%22c045ece4-448c-4bfcea5c28700%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/camilad-300x199.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/camilad-300x199.jpg	(from http://fresnoposible.fresnodigital.info/)
11:07:16	21599/21599	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:53%20GMT	http://fresnoposible.fresnodigital.info/?m=201105	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexa80d.html	(from http://fresnoposible.fresnodigital.info/)
11:07:19	52087/52087	---M--	200	added ('OK')	image/jpeg	etag:%22c045b638-cb77-4bfcea5c28700%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/camilad.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/05/camilad.jpg	(from http://fresnoposible.fresnodigital.info/)
11:07:20	20090/20090	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:06:57%20GMT	http://fresnoposible.fresnodigital.info/?m=201104	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index512b.html	(from http://fresnoposible.fresnodigital.info/)
11:07:24	23955/23955	---M--	200	added ('OK')	image/jpeg	etag:%228056787c-5d93-4bca4ce800f00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/promocion-de-salud-en-la-penitenciaria-de-fresno-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/promocion-de-salud-en-la-penitenciaria-de-fresno-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:07:24	14212/14212	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:07:02%20GMT	http://fresnoposible.fresnodigital.info/?m=201103	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index08fb.html	(from http://fresnoposible.fresnodigital.info/)
11:08:06	308620/308620	---M--	200	added ('OK')	image/jpeg	etag:%2280567878-4b58c-4bca4ce800f00%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/promocion-de-salud-en-la-penitenciaria-de-fresno.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/promocion-de-salud-en-la-penitenciaria-de-fresno.jpg	(from http://fresnoposible.fresnodigital.info/)
11:08:07	10991/10991	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:07:44%20GMT	http://fresnoposible.fresnodigital.info/?m=201012	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index8956.html	(from http://fresnoposible.fresnodigital.info/)
11:08:10	15898/15898	---M--	200	added ('OK')	image/jpeg	etag:%2280567876-3e1a-4bca4d3634780%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/entrega-de-certificados-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/entrega-de-certificados-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:08:11	25333/25333	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:07:48%20GMT	http://fresnoposible.fresnodigital.info/?m=201011	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexa1aa.html	(from http://fresnoposible.fresnodigital.info/)
11:08:15	311379/311379	---M--	200	added ('OK')	image/jpeg	etag:%2280567873-4c053-4bca4d3634780%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/entrega-de-certificados.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/04/entrega-de-certificados.jpg	(from http://fresnoposible.fresnodigital.info/)
11:08:16	35023/35023	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:07:53%20GMT	http://fresnoposible.fresnodigital.info/?m=201010	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/indexe3d5.html	(from http://fresnoposible.fresnodigital.info/)
11:08:20	21719/21719	---M--	200	added ('OK')	image/jpeg	etag:%2220122-54d7-4ba72ee2ff100%22	http://fresnoposible.fresnodigital.info/wp-content/uploads/2012/03/p10200051-300x225.jpg	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/wp-content/uploads/2012/03/p10200051-300x225.jpg	(from http://fresnoposible.fresnodigital.info/)
11:08:21	33990/33990	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202015%2016:07:58%20GMT	http://fresnoposible.fresnodigital.info/?m=201009	c:/BLOGSFRESNO/FRESNOPOSIBLE/fresnoposible.fresnodigital.info/index9ab9.html	(from http://fresnoposible.fresnodigital.info/)
